,id_cliente,cancelacion,genero,adulto_mayor,tiene_pareja,tiene_dependientes,antiguedad,servicio_de_telefono,lineas_multiples,servicio_internet,seguridad_en_linea,respaldo_en_linea,proteccion_dispositivo,soporte_tecnico,streaming_tv,streaming_peliculas,periodicidad_de_contrato,factura_electronica,forma_de_pago,cargos_mensuales,cargos_totales,cargos_diarios
2062,2903-YYTBW,0,Masculino,0,1,1,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque electrónico,44.55,44.55,1.4635348226018394
2063,2904-GGUAZ,0,Femenino,0,1,0,72,1,1,Fibra óptica,1,1,0,0,0,0,Bienal,1,Tranferencia electrónica,84.05,6052.25,2.7611695137976344
2064,2905-KFQUV,0,Femenino,0,1,0,2,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,TDC,70.4,154.8,2.3127463863337714
2065,2907-ILJBN,0,Femenino,0,1,1,11,1,0,No,2,2,2,2,2,2,Anual,0,Cheque,20.6,233.9,0.6767411300919842
2066,2908-WGAXL,0,Femenino,0,1,1,56,1,1,No,2,2,2,2,2,2,Bienal,1,TDC,24.95,1468.9,0.8196452036793692
2067,2908-ZTPNF,0,Femenino,0,0,0,36,0,2,DSL,0,1,0,1,0,0,Mensual,1,Tranferencia electrónica,34.85,1267.2,1.1448751642575559
2068,2911-IJORQ,0,Masculino,0,0,0,37,1,1,DSL,1,1,1,1,1,1,Anual,1,Tranferencia electrónica,90.6,3358.65,2.9763469119579495
2069,2911-UREFD,1,Femenino,0,1,0,39,0,2,DSL,1,0,1,0,1,1,Mensual,0,Cheque electrónico,55.9,2184.35,1.8363994743758212
2070,2911-WDXMV,0,Masculino,0,0,1,18,1,1,Fibra óptica,0,0,1,0,0,0,Mensual,1,TDC,80.55,1406.65,2.646189224704336
2071,2916-BQZLN,0,Masculino,0,0,0,19,1,1,Fibra óptica,1,0,1,0,0,0,Mensual,1,Cheque electrónico,84.75,1651.95,2.784165571616294
2072,2919-HBCJO,1,Femenino,0,0,0,4,1,0,Fibra óptica,0,1,0,0,0,0,Mensual,1,Tranferencia electrónica,76.65,333.6,2.518068331143233
2073,2920-RNCEZ,0,Masculino,0,1,1,1,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,TDC,69.95,69.95,2.29796320630749
2074,2921-XWDJH,0,Femenino,1,1,0,38,1,0,Fibra óptica,1,0,0,0,0,1,Mensual,1,Cheque electrónico,83.45,3147.15,2.7414586070959266
2075,2923-ARZLG,0,Masculino,0,1,1,0,1,0,No,2,2,2,2,2,2,Anual,1,Cheque,19.7,,0.6471747700394218
2076,2924-KHUVI,0,Masculino,0,1,0,56,1,1,Fibra óptica,1,0,0,0,1,1,Anual,1,Cheque electrónico,100.55,5514.95,3.303219448094612
2077,2925-MXLSX,0,Femenino,0,0,0,30,1,1,DSL,0,1,1,0,1,0,Anual,1,TDC,68.95,2038.7,2.265111695137976
2078,2925-VDZHY,0,Masculino,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Bienal,0,TDC,88.7,6501.35,2.9139290407358738
2079,2926-JEJJC,0,Femenino,0,0,0,8,1,0,No,2,2,2,2,2,2,Anual,1,Tranferencia electrónica,20.2,140.95,0.6636005256241787
2080,2927-CVULT,0,Femenino,0,1,1,53,1,1,Fibra óptica,1,1,1,1,0,1,Bienal,1,Tranferencia electrónica,104.05,5566.4,3.4181997371879103
2081,2927-QRRQV,0,Masculino,0,1,0,46,1,1,Fibra óptica,0,1,1,0,1,0,Anual,1,Cheque electrónico,94.65,4312.5,3.109395532194481
2082,2928-HLDBA,0,Femenino,0,0,0,6,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,20.7,112.75,0.6800262812089356
2083,2929-ERCFZ,1,Femenino,0,1,1,8,1,0,Fibra óptica,0,0,1,0,1,1,Mensual,1,Cheque electrónico,94.2,777.3,3.0946123521681996
2084,2929-QNSRW,1,Femenino,0,1,0,56,1,1,Fibra óptica,0,1,0,0,1,1,Anual,1,Cheque electrónico,98.25,5508.35,3.2276609724047303
2085,2930-UOTMB,1,Femenino,0,0,0,31,1,1,DSL,1,0,1,1,0,0,Mensual,0,TDC,65.25,1994.3,2.143561103810775
2086,2931-FSOHN,0,Masculino,1,0,0,13,1,0,DSL,0,1,0,0,1,0,Mensual,1,Cheque electrónico,59.9,788.35,1.9678055190538764
2087,2931-SVLTV,0,Masculino,0,1,1,40,1,1,Fibra óptica,1,1,0,1,1,1,Mensual,1,TDC,110.1,4469.1,3.616951379763469
2088,2931-VUVJN,0,Femenino,1,1,0,59,1,1,Fibra óptica,1,1,1,1,0,0,Anual,1,Cheque electrónico,94.05,5483.9,3.0896846254927723
2089,2931-XIQBR,0,Femenino,0,1,1,50,1,0,Fibra óptica,0,0,1,1,1,1,Anual,0,Cheque,103.05,5153.5,3.3853482260183965
2090,2933-FILNV,1,Femenino,0,1,1,2,0,2,DSL,0,0,0,0,0,0,Mensual,1,Cheque,24.4,36.55,0.8015768725361366
2091,2933-XEUJM,0,Femenino,0,0,0,46,1,1,DSL,1,0,1,0,1,1,Bienal,0,Cheque,79.2,3593.8,2.6018396846254928
2092,2937-FTHUR,0,Femenino,0,0,1,18,1,1,DSL,1,0,0,0,0,1,Mensual,0,Cheque electrónico,64.8,1166.7,2.1287779237844937
2093,2946-KIQSP,0,Femenino,0,0,0,35,0,2,DSL,0,0,1,1,0,0,Mensual,1,Cheque,33.45,1175.85,1.0988830486202366
2094,2947-DOMLJ,1,Masculino,0,0,1,1,1,0,DSL,1,0,0,0,0,0,Mensual,0,Cheque,50.6,50.6,1.662286465177398
2095,2951-QOQTK,1,Masculino,0,0,1,4,1,1,Fibra óptica,0,0,0,1,0,0,Mensual,0,TDC,80.8,332.45,2.654402102496715
2096,2952-QAYZF,1,Masculino,0,0,0,5,1,1,Fibra óptica,0,1,1,0,0,0,Mensual,1,Cheque electrónico,85.3,424.15,2.802233902759527
2097,2954-PIBKO,0,Femenino,0,1,1,69,1,1,DSL,1,0,1,1,0,0,Bienal,1,TDC,64.15,4254.1,2.1074244415243104
2098,2955-BJZHG,1,Masculino,0,1,1,17,1,0,Fibra óptica,0,0,0,0,1,0,Mensual,0,Cheque electrónico,80.85,1400.85,2.6560446780551903
2099,2955-PSXOE,1,Femenino,0,0,0,1,1,0,No,2,2,2,2,2,2,Mensual,1,Tranferencia electrónica,20.2,20.2,0.6636005256241787
2100,2956-GGUCQ,1,Masculino,1,1,0,24,1,1,Fibra óptica,1,0,0,0,0,0,Mensual,1,Cheque electrónico,78.85,1772.25,2.5903416557161627
2102,2957-JIRMN,0,Femenino,1,0,0,62,1,1,Fibra óptica,0,0,0,0,1,0,Anual,0,Cheque electrónico,84.45,4959.15,2.7743101182654404
2103,2957-LOLHO,1,Masculino,0,0,0,12,1,0,DSL,0,0,0,0,0,0,Mensual,1,Tranferencia electrónica,45.4,518.9,1.4914586070959264
2104,2958-NHPPS,0,Masculino,0,0,0,23,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque electrónico,20.85,473.9,0.6849540078843627
2105,2959-EEXWB,0,Femenino,0,1,1,45,0,2,DSL,1,0,0,0,1,1,Mensual,1,Tranferencia electrónica,50.9,2333.85,1.6721419185282522
2106,2959-FENLU,0,Femenino,0,0,0,9,1,0,Fibra óptica,0,0,1,0,0,1,Mensual,1,TDC,85.3,781.4,2.802233902759527
2107,2959-MJHIC,1,Masculino,0,1,0,4,1,0,Fibra óptica,0,0,0,0,1,0,Mensual,1,Cheque electrónico,80.35,307.4,2.6396189224704334
2108,2960-NKRSO,0,Masculino,0,0,0,24,1,0,Fibra óptica,0,1,1,1,0,0,Mensual,1,Cheque electrónico,85.95,2107.15,2.823587385019711
2109,2961-VNFKL,0,Femenino,0,1,0,71,1,1,No,2,2,2,2,2,2,Bienal,1,TDC,25.95,1801.9,0.852496714848883
2110,2962-XPMCQ,1,Masculino,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque electrónico,45.15,98.5,1.483245729303548
2111,2967-MXRAV,0,Masculino,0,1,1,1,1,0,No,2,2,2,2,2,2,Anual,0,Cheque,18.8,18.8,0.6176084099868594
2112,2968-SSGAA,1,Femenino,0,0,0,10,1,1,Fibra óptica,0,0,1,0,1,1,Mensual,1,Cheque electrónico,100.6,1060.2,3.304862023653088
2113,2969-QWUBZ,0,Femenino,0,0,0,2,0,2,DSL,0,1,0,0,1,1,Mensual,0,Cheque electrónico,51.4,96.8,1.6885676741130091
2114,2969-VAPYH,0,Femenino,0,0,0,67,1,0,DSL,1,1,0,1,0,0,Anual,0,TDC,60.5,3870.0,1.9875164257555846
2115,2969-WGHQO,0,Femenino,0,1,1,7,1,0,DSL,1,1,1,0,1,0,Anual,0,Cheque electrónico,69.45,477.05,2.281537450722733
2116,2971-SGAFL,0,Femenino,0,0,0,13,1,1,DSL,1,0,1,0,1,1,Mensual,1,Cheque electrónico,78.75,995.35,2.5870565045992113
2117,2972-YDYUW,0,Femenino,0,0,0,57,1,1,Fibra óptica,0,1,0,1,0,1,Anual,0,Cheque electrónico,94.7,5468.95,3.1110381077529565
2118,2974-GGUXS,0,Femenino,1,1,0,36,1,1,Fibra óptica,0,1,0,0,1,0,Mensual,1,TDC,91.95,3301.05,3.020696452036794
2119,2977-CEBSX,0,Femenino,0,0,0,66,1,1,DSL,1,1,1,1,1,1,Bienal,1,TDC,90.05,5965.95,2.958278580814717
2120,2978-XXSOG,0,Femenino,0,0,0,22,1,1,DSL,1,0,0,1,0,0,Mensual,1,Cheque,59.05,1253.5,1.9398817345597896
2121,2979-SXESE,1,Femenino,0,1,1,17,1,1,Fibra óptica,1,0,1,0,1,0,Mensual,0,Cheque electrónico,94.4,1607.2,3.1011826544021024
2122,2982-IHMFT,1,Femenino,1,0,0,1,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque,74.45,74.45,2.445795006570302
2123,2982-VPSGI,1,Femenino,0,1,0,11,1,1,Fibra óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,94.0,1078.9,3.088042049934297
2124,2983-ZANRP,1,Femenino,0,1,1,2,1,0,Fibra óptica,0,1,0,0,0,0,Mensual,1,Tranferencia electrónica,73.55,145.4,2.4162286465177396
2125,2984-AFWNC,0,Femenino,0,0,0,3,1,0,Fibra óptica,0,1,0,0,1,1,Mensual,0,Cheque electrónico,95.4,293.15,3.134034165571616
2126,2984-MIIZL,1,Masculino,0,0,0,4,1,0,Fibra óptica,0,0,1,0,0,0,Mensual,1,Tranferencia electrónica,74.8,321.9,2.457293035479632
2127,2984-RGEYA,0,Femenino,0,1,1,69,1,0,No,2,2,2,2,2,2,Bienal,0,Tranferencia electrónica,19.75,1375.4,0.6488173455978975
2128,2984-TBYKU,0,Masculino,0,1,1,72,1,1,Fibra óptica,1,1,1,1,0,1,Bienal,1,TDC,104.9,7732.65,3.446123521681997
2129,2985-FMWYF,0,Femenino,0,0,0,23,1,1,Fibra óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,93.5,2341.55,3.07161629434954
2130,2985-JUUBZ,0,Masculino,0,1,1,40,1,1,DSL,0,0,1,0,1,1,Mensual,1,Cheque electrónico,74.55,3015.75,2.4490801576872534
2131,2987-BJXIK,0,Femenino,0,0,0,70,1,1,DSL,1,1,1,0,1,1,Bienal,0,Cheque,84.7,5991.05,2.7825229960578186
2132,2988-GBIVW,0,Femenino,1,1,0,70,1,1,Fibra óptica,1,0,0,0,0,1,Mensual,1,Cheque electrónico,90.85,6470.1,2.984559789750328
2133,2988-PLAHS,0,Femenino,0,0,0,3,1,0,DSL,0,0,1,0,1,1,Anual,1,Cheque electrónico,69.95,220.45,2.29796320630749
2134,2988-QRAJY,0,Masculino,0,0,0,69,1,1,Fibra óptica,1,1,1,0,1,1,Bienal,1,TDC,110.05,7430.75,3.615308804204993
2135,2990-HWIML,1,Femenino,0,0,0,6,1,0,Fibra óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,89.5,573.3,2.940210249671485
2136,2990-IAJSV,0,Masculino,0,0,0,72,1,1,DSL,1,1,1,1,1,1,Bienal,0,Tranferencia electrónica,92.0,6632.75,3.0223390275952693
2137,2990-OGYTD,0,Femenino,0,1,0,67,1,1,DSL,0,1,1,1,1,1,Bienal,0,Tranferencia electrónica,86.15,5883.85,2.830157687253614
2139,2995-UPRYS,1,Femenino,1,1,0,40,1,0,Fibra óptica,0,1,0,1,1,1,Anual,1,TDC,99.2,4062.2,3.2588699080157686
2140,2995-YWTCD,0,Femenino,0,1,1,19,1,1,No,2,2,2,2,2,2,Bienal,1,Tranferencia electrónica,24.9,467.7,0.8180026281208935
2141,2996-XAUVF,0,Masculino,0,0,0,70,0,2,DSL,0,0,0,1,0,1,Bienal,1,Cheque,40.05,2799.75,1.3157030223390274
2142,2999-AANRQ,0,Femenino,0,0,0,21,1,0,DSL,1,1,0,1,1,0,Bienal,0,TDC,71.05,1524.85,2.334099868593955
2143,3001-CBHLQ,1,Masculino,1,1,0,32,1,1,Fibra óptica,0,0,1,1,1,1,Mensual,1,Cheque electrónico,104.9,3351.55,3.446123521681997
2144,3001-UNBTL,0,Masculino,1,1,1,29,1,1,Fibra óptica,0,0,1,0,1,1,Mensual,1,Cheque electrónico,103.95,2964.8,3.4149145860709593
2145,3002-WQZWT,0,Femenino,0,0,0,29,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,74.2,1993.25,2.437582128777924
2146,3003-CMDUU,0,Femenino,0,1,0,25,1,0,Fibra óptica,0,0,0,1,1,1,Mensual,1,Cheque electrónico,95.15,2395.7,3.125821287779238
2147,3005-NFMTA,1,Masculino,1,0,0,55,1,1,Fibra óptica,1,0,0,0,1,1,Mensual,1,Cheque electrónico,98.8,5617.75,3.245729303547963
2148,3005-TYFRD,0,Femenino,0,1,0,55,1,1,Fibra óptica,0,1,1,0,1,1,Mensual,1,TDC,103.65,5676.65,3.405059132720105
2149,3006-XIMLN,1,Femenino,0,0,1,2,1,1,Fibra óptica,0,0,0,0,1,1,Mensual,1,Tranferencia electrónica,94.2,193.8,3.0946123521681996
2150,3007-FDPEA,0,Femenino,0,0,0,2,1,0,No,2,2,2,2,2,2,Mensual,1,Tranferencia electrónica,20.7,39.85,0.6800262812089356
2152,3009-JWMPU,1,Masculino,0,0,0,62,1,1,Fibra óptica,0,0,1,0,1,1,Anual,1,Cheque electrónico,96.75,6125.4,3.1783837056504596
2153,3011-WQKSZ,0,Masculino,0,0,1,19,1,0,No,2,2,2,2,2,2,Mensual,1,Cheque electrónico,20.0,377.55,0.657030223390276
2155,3012-VFFMN,0,Femenino,0,1,1,7,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,20.65,158.95,0.6783837056504598
2156,3014-WJKSM,0,Masculino,0,1,0,29,1,0,Fibra óptica,0,0,1,0,0,0,Mensual,1,TDC,75.3,2263.4,2.473718791064389
2157,3016-KSVCP,0,Masculino,0,1,0,29,0,2,DSL,0,0,0,0,1,0,Mensual,0,Cheque,33.75,1009.25,1.1087385019710907
2159,3018-TFTSU,1,Masculino,0,0,0,12,1,0,Fibra óptica,1,0,1,0,0,0,Mensual,0,Tranferencia electrónica,81.7,858.6,2.6839684625492772
2160,3021-VLNRJ,0,Femenino,0,0,1,50,1,0,DSL,1,0,1,1,1,0,Anual,1,TDC,70.8,3478.15,2.325886990801577
2161,3022-BEXHZ,0,Masculino,0,1,1,67,1,1,Fibra óptica,0,1,1,1,1,1,Bienal,1,Tranferencia electrónica,111.2,7530.8,3.653088042049934
2162,3023-GFLBR,1,Femenino,0,1,1,33,1,1,Fibra óptica,0,0,0,0,0,1,Mensual,0,TDC,86.15,2745.7,2.830157687253614
2163,3026-ATZYV,0,Femenino,0,1,1,37,1,0,DSL,1,1,0,0,1,1,Anual,0,Tranferencia electrónica,75.1,2658.8,2.4671484888304858
2164,3027-YNWZU,0,Femenino,0,1,0,64,1,1,No,2,2,2,2,2,2,Bienal,0,TDC,25.0,1584.8,0.8212877792378449
2165,3027-ZTDHO,1,Masculino,0,0,0,1,1,0,Fibra óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,89.9,89.9,2.9533508541392903
2166,3030-YDNRM,0,Masculino,0,0,0,8,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,74.85,572.45,2.4589356110381075
2167,3030-YZADT,1,Masculino,0,0,0,9,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque,44.95,431.0,1.4766754270696452
2168,3030-ZKIWL,0,Masculino,0,0,0,1,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,20.05,20.05,0.6586727989487516
2169,3034-ZBEQN,1,Femenino,0,1,0,48,0,2,DSL,0,1,1,0,0,0,Anual,0,Cheque,34.7,1604.5,1.1399474375821288
2170,3038-PQIUY,0,Femenino,0,0,0,38,1,1,DSL,1,1,1,0,0,0,Mensual,1,Tranferencia electrónica,66.15,2522.4,2.173127463863338
2171,3039-MJSLN,0,Masculino,0,0,1,3,1,0,No,2,2,2,2,2,2,Mensual,0,Tranferencia electrónica,20.2,50.6,0.6636005256241787
2172,3043-SUDUA,0,Femenino,0,0,0,32,1,0,No,2,2,2,2,2,2,Mensual,0,Tranferencia electrónica,19.9,601.55,0.6537450722733245
2173,3043-TYBNO,0,Masculino,0,0,0,3,1,0,DSL,0,0,0,1,0,1,Mensual,0,Cheque,60.65,196.9,1.9924441524310117
2174,3045-XETSH,1,Femenino,0,0,0,10,1,1,Fibra óptica,0,1,1,0,0,1,Mensual,1,Cheque electrónico,94.85,953.45,3.1159658344283834
2175,3049-NDXFL,1,Femenino,0,0,0,1,1,1,Fibra óptica,0,0,0,0,0,1,Mensual,0,Cheque,85.8,85.8,2.818659658344284
2176,3049-SOLAY,1,Femenino,0,1,0,3,1,1,Fibra óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,95.2,292.85,3.1274638633377134
2177,3050-GBUSH,0,Femenino,0,0,0,3,0,2,DSL,0,0,0,0,1,0,Mensual,1,TDC,34.8,113.95,1.14323258869908
2178,3050-RLLXC,0,Femenino,0,1,1,56,1,1,DSL,1,1,1,1,1,0,Bienal,0,TDC,81.25,4620.4,2.669185282522996
2179,3055-MJDSB,0,Masculino,0,0,0,9,0,2,DSL,0,0,0,0,0,0,Mensual,1,Cheque,24.6,190.1,0.8081471747700394
2180,3055-OYMSE,0,Femenino,1,0,0,53,1,0,Fibra óptica,0,1,0,0,0,0,Mensual,1,TDC,73.8,4003.85,2.4244415243101183
2181,3055-VTCGS,0,Femenino,0,0,0,63,1,0,DSL,0,0,1,0,0,1,Anual,0,TDC,58.55,3503.5,1.9234559789750327
2182,3057-VJJQE,0,Masculino,0,0,0,35,1,1,DSL,1,0,0,0,0,0,Bienal,0,Cheque,55.25,1924.1,1.8150459921156372
2183,3058-HJCUY,1,Masculino,0,1,1,41,1,1,Fibra óptica,0,0,1,1,1,1,Anual,1,Cheque electrónico,102.6,4213.35,3.3705650459921155
2184,3058-WQDRE,0,Masculino,0,0,0,13,0,2,DSL,0,0,0,0,0,0,Mensual,1,Tranferencia electrónica,25.15,331.85,0.826215505913272
2185,3059-NGMXB,0,Masculino,0,1,1,14,1,1,DSL,1,1,0,0,0,1,Mensual,0,Cheque,69.2,944.65,2.273324572930355
2186,3061-BCKYI,0,Masculino,0,0,0,14,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,19.9,283.75,0.6537450722733245
2187,3062-ICYZQ,0,Femenino,0,1,1,51,1,1,Fibra óptica,1,1,0,0,0,1,Mensual,1,Cheque electrónico,93.8,4539.35,3.081471747700394
2188,3063-QFSZL,1,Femenino,0,0,0,1,1,0,DSL,0,0,0,0,0,1,Mensual,1,Cheque electrónico,55.4,55.4,1.8199737187910643
2189,3066-RRJIO,1,Femenino,0,0,0,1,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque,69.95,69.95,2.29796320630749
2190,3067-SVMTC,0,Femenino,0,1,0,68,1,0,DSL,1,0,0,1,0,0,Anual,0,Tranferencia electrónica,55.9,3848.8,1.8363994743758212
2191,3068-OMWZA,1,Masculino,1,0,0,1,1,1,Fibra óptica,0,0,1,0,1,0,Mensual,1,Cheque electrónico,88.8,88.8,2.917214191852825
2192,3069-SSVSN,0,Femenino,0,0,0,1,0,2,DSL,0,0,0,0,0,0,Anual,0,Cheque,25.85,25.85,0.8492115637319316
2193,3070-BDOQC,0,Femenino,0,0,0,60,1,0,Fibra óptica,0,1,1,0,1,1,Bienal,1,Cheque electrónico,99.65,5941.05,3.27365308804205
2194,3070-DVEYC,1,Masculino,1,0,0,7,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,0,Cheque,73.75,545.15,2.4227989487516424
2195,3070-FNFZQ,0,Femenino,0,1,1,23,1,0,No,2,2,2,2,2,2,Bienal,0,Tranferencia electrónica,20.4,478.75,0.6701708278580814
2196,3071-MVJCD,0,Masculino,0,1,1,72,1,1,DSL,1,1,1,1,1,0,Bienal,0,Tranferencia electrónica,82.3,5815.15,2.7036793692509855
2197,3071-VBYPO,0,Masculino,0,1,1,3,1,0,Fibra óptica,1,1,0,0,1,0,Mensual,0,Cheque electrónico,89.85,248.4,2.9517082785808144
2198,3074-GQWYX,1,Masculino,0,0,0,5,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,Tranferencia electrónica,75.9,357.75,2.4934296977660972
2199,3077-RSNTJ,0,Femenino,0,1,1,6,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,19.7,113.5,0.6471747700394218
2201,3078-ZKNTS,0,Femenino,0,1,1,13,1,0,No,2,2,2,2,2,2,Bienal,1,Tranferencia electrónica,19.75,246.7,0.6488173455978975
2202,3079-BCHLN,0,Masculino,0,1,0,47,1,0,No,2,2,2,2,2,2,Anual,0,Tranferencia electrónica,19.9,942.95,0.6537450722733245
2203,3082-VQXNH,0,Masculino,0,1,0,3,0,2,DSL,0,1,0,0,0,0,Mensual,0,TDC,29.8,94.4,0.9789750328515111
2204,3082-WQRVY,0,Masculino,1,1,0,14,1,0,No,2,2,2,2,2,2,Anual,0,Cheque,19.65,228.65,0.645532194480946
2205,3082-YVEKW,0,Femenino,0,1,1,23,1,1,DSL,1,0,1,1,1,0,Bienal,1,Tranferencia electrónica,77.15,1759.4,2.5344940867279897
2206,3084-DOWLE,0,Femenino,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Bienal,0,Tranferencia electrónica,92.0,6474.4,3.0223390275952693
2207,3085-QUOZK,1,Femenino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque,43.95,43.95,1.4438239159001314
2208,3086-RUCRN,0,Femenino,0,0,0,66,1,1,Fibra óptica,1,1,1,1,0,1,Mensual,1,Tranferencia electrónica,103.1,6595.0,3.3869908015768724
2209,3088-FVYWK,0,Masculino,0,1,1,53,1,1,No,2,2,2,2,2,2,Bienal,0,TDC,25.55,1336.1,0.8393561103810775
2210,3088-LHEFH,0,Femenino,0,0,0,11,1,1,Fibra óptica,1,0,0,0,0,0,Mensual,1,Tranferencia electrónica,79.0,929.3,2.59526938239159
2211,3090-HAWSU,1,Masculino,0,0,0,61,1,1,Fibra óptica,1,0,1,1,1,1,Bienal,1,TDC,111.6,6876.05,3.6662286465177396
2212,3090-LETTY,0,Masculino,0,0,1,2,1,1,DSL,1,1,0,0,0,0,Mensual,0,Tranferencia electrónica,60.95,134.6,2.002299605781866
2213,3090-QFUVD,0,Femenino,0,0,0,1,1,0,No,2,2,2,2,2,2,Mensual,0,TDC,20.3,20.3,0.6668856767411301
2214,3091-FYHKI,1,Masculino,0,0,0,1,0,2,DSL,0,0,0,0,0,1,Mensual,1,Cheque electrónico,35.45,35.45,1.1645860709592641
2215,3092-IGHWF,1,Masculino,0,1,1,67,1,1,Fibra óptica,0,1,1,0,0,0,Anual,0,Cheque electrónico,87.4,5918.8,2.871222076215506
2216,3094-JOJAI,0,Masculino,0,0,0,18,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,0,Cheque,74.15,1387.0,2.4359395532194483
2217,3096-GKWEB,0,Masculino,0,1,0,18,1,1,Fibra óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,94.75,1691.9,3.112680683311432
2218,3096-IZETN,1,Femenino,0,0,0,12,1,0,Fibra óptica,0,0,0,0,0,1,Mensual,0,Tranferencia electrónica,78.1,947.3,2.565703022339027
2219,3096-JRDSO,1,Femenino,1,1,0,27,1,1,Fibra óptica,1,0,0,1,1,1,Mensual,1,Tranferencia electrónica,104.3,2867.75,3.426412614980289
2220,3096-WPXBT,0,Femenino,0,1,1,61,1,1,Fibra óptica,1,1,1,0,0,1,Anual,1,TDC,100.7,6018.65,3.3081471747700393
2221,3096-YXENJ,0,Femenino,0,1,0,65,1,1,Fibra óptica,0,1,1,1,1,1,Bienal,1,Tranferencia electrónica,107.65,7082.85,3.5364651773981604
2222,3097-FQTVJ,0,Femenino,0,0,0,41,1,0,No,2,2,2,2,2,2,Bienal,0,Cheque,20.0,810.3,0.657030223390276
2223,3097-IDVPU,0,Masculino,0,1,1,19,1,1,DSL,0,0,0,0,0,0,Mensual,0,TDC,50.1,910.45,1.6458607095926412
2224,3097-NNSPB,1,Femenino,0,0,0,2,1,0,DSL,0,1,0,0,0,0,Mensual,1,TDC,49.05,91.1,1.6113666228646517
2225,3097-NQYSN,1,Masculino,1,1,0,2,1,1,Fibra óptica,0,0,0,0,1,0,Mensual,1,Cheque,86.85,156.35,2.853153745072273
2226,3097-PYWXL,0,Femenino,0,1,1,4,1,0,No,2,2,2,2,2,2,Mensual,1,Cheque electrónico,19.95,82.9,0.6553876478318003
2227,3099-OONVS,0,Masculino,0,1,1,25,1,0,DSL,1,0,0,1,0,0,Mensual,0,Cheque electrónico,54.3,1296.8,1.7838370565045991
2228,3104-OWCGK,1,Masculino,0,1,1,60,1,0,Fibra óptica,0,1,1,0,1,0,Anual,0,Cheque electrónico,90.95,5453.4,2.98784494086728
2229,3106-ULWFW,1,Femenino,0,1,0,8,1,1,Fibra óptica,0,0,0,0,0,1,Mensual,1,TDC,85.2,627.4,2.7989487516425755
2230,3108-PCCGG,0,Masculino,1,1,0,72,1,1,DSL,1,1,1,0,1,1,Bienal,0,TDC,84.45,5899.85,2.7743101182654404
2231,3113-IWHLC,0,Masculino,0,0,0,5,1,0,DSL,1,0,1,0,0,0,Mensual,1,Cheque,55.8,274.35,1.8331143232588698
2232,3115-CZMZD,0,Masculino,0,0,1,0,1,0,No,2,2,2,2,2,2,Bienal,0,Cheque,20.25,,0.6652431011826544
2233,3115-JPJDD,0,Femenino,0,1,0,59,1,0,Fibra óptica,1,0,1,0,0,0,Anual,1,TDC,81.25,4639.45,2.669185282522996
2234,3118-UHVVQ,0,Femenino,0,1,0,68,1,1,No,2,2,2,2,2,2,Bienal,0,TDC,25.8,1911.5,0.8475689881734559
2235,3120-FAZKD,0,Masculino,0,1,1,54,1,1,No,2,2,2,2,2,2,Bienal,1,Tranferencia electrónica,24.05,1230.9,0.7900788436268068
2236,3125-RAHBV,0,Masculino,0,0,0,22,1,0,No,2,2,2,2,2,2,Anual,0,TDC,20.3,467.15,0.6668856767411301
2237,3126-WQMGH,0,Femenino,0,1,0,49,1,1,DSL,0,0,0,0,0,0,Mensual,1,TDC,52.15,2583.75,1.7132063074901445
2238,3128-YOVTD,0,Femenino,0,1,1,51,1,0,Fibra óptica,1,1,0,0,0,0,Mensual,1,Tranferencia electrónica,79.15,4018.55,2.6001971090670173
2239,3129-AAQOU,0,Femenino,0,1,1,19,1,1,No,2,2,2,2,2,2,Bienal,0,Cheque,25.6,485.9,0.8409986859395532
2240,3130-ICDUP,0,Femenino,0,0,1,2,1,1,Fibra óptica,1,0,0,0,0,0,Mensual,0,TDC,80.55,188.1,2.646189224704336
